nome,partido,uf,PDC 240/1999,PDC 341/1999,PEC 128/1995,PEC 128/1995,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 601/1998,PEC 601/1998,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PL 1428/1999,PL 1615/1999,PL 1617/1999,PL 1617/1999,PL 2549/2000,PL 2549/2000,PL 3156/2000,PL 3310/1997,PL 3310/1997,PL 3756/2000,PL 3756/2000,PL 3756/2000,PL 3837/2000,PL 4155/1998,PL 621/1999,PL 621/1999,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 114/2000,PLP 114/2000,PLP 114/2000,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 220/1998,PLP 220/1998,PLP 220/1998,PLP 23/1999,PLP 23/1999,PLP 23/1999,PLP 77/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 90/1999,PRC 72/2000
Marinha Raupp,PSDB,RO,0,1,1,1,-1,1,1,1,0,0,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,1,1,1,0,-1,-1,1,1,-1,1,1,0,1,1,-1,0,0,-1,1,1,0,0,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,0,-1,-1,0,-1,1,1,1,1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,0,-1,1,1,1,-1,1,1,1,1,1,0,0,0,0,-1,1,1,1,1,1,-1,1,-1,0,1,1,1,1,0,0,0,1,0,-1,0,0,0,1,0,1,-1
Zila Bezerra,PFL,AC,-1,0,1,0,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,1,1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-1,1,1,-1,-1,0,1,1,1,-1,0,1,1,1,1,0,-1,1,0,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0
Badu Picanço,PSDB,AP,0,0,1,1,-1,1,-1,1,0,0,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,0,0,0,-1,1,-1,1,-1,0,0,1,-1,0,-1,1,1,-1,-1,1,0,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,0,-1,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1,1,1,-1,-1,0,0,-1,-1,-1,1,-1,1,1,1,0,0,1,-1,0,1,1,0,0,0,0,0,-1,0,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,0,0,1,-1,1,1,1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1
Jorge Costa,PMDB,PA,0,0,1,1,-1,1,-1,1,0,0,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,1,-1,1,-1,0,0,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,0,-1,-1,0,1,-1,1,1,1,1,-1,1,1,0,1,1,1,0,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,-1
Agnaldo Muniz,PDT,RO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Ildefonço Cordeiro,PFL,AC,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,1,1,1,-1,1,-1,0,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
Múcio Sá,PMDB,RN,-1,0,0,0,0,1,-1,1,-1,1,1,1,1,-1,1,0,1,1,-1,-1,1,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,0,-1,-1,0,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,0,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,0,0,0,1,0,1,1,-1,0,1,0,-1,0,1,1,-1,-1,1,1,0,0,0,0,0,0,0,-1,0,1,1,-1,1,1,0,0,0,-1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-1
Carlos Dunga,PMDB,PB,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,1,1,1,-1,-1,0,1,1,-1,-1,0,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,-1
Domiciano Cabral,PMDB,PB,-1,1,0,0,0,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,0,0,0,-1,0,-1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,0,1,0,0,1,-1,0,1,1,-1,1,1,0,0,0,0,0,0,-1,1,-1,1,1,1,0,1,1,1,1,1,0,-1,-1,0,1,1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,-1,1,1,-1,0,1,0,-1,1,1,0,-1,0,0,1,1,0,0,0,0,0,0,-1,-1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,-1
Marcos de Jesus,PST,PE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Francistônio Pinto,PMDB,BA,0,0,1,1,-1,1,-1,0,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,0,-1,1,-1,0,-1,0,0,0,-1,1,-1,1,1,0,-1,1,0,0,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,0,1,1,-1,1,-1,-1,-1,0,-1,1,-1,0,0,1,-1,1,1,1,0,1,1,-1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,-1,0,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
Jonival Lucas Junior,PPB,BA,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,0,-1,1,-1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
José Ronaldo,PFL,BA,0,0,1,0,-1,1,-1,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,0,0,1,-1,0,0,0,1,1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,-1,-1,0,0,1,-1,1,1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,0,0,1,-1,0,1,0,0,0,0,0,-1,-1,0,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,-1
Cabo Júlio,PL,MG,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,0,0,0,-1,-1,1,-1,-1,1,1,0,0,0,-1,-1,1,1,0,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,-1,-1,-1,1,-1,1,0,-1,1,0,-1,-1,0,0,1,0,0,0,1,0,1,1,-1,0,0,0,0,0,-1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,1,0,-1,0,-1,1
Magno Malta,PTB,ES,0,0,1,1,-1,1,0,0,-1,1,0,1,1,-1,1,0,1,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,1,1,0,-1,0,-1,1,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,1,0,0,0,0,1,-1,1,0,0,1,-1,1,0,0,1,0,-1,0,0,1,1,1,-1,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,1,1,0,1,1,0,1,0,0,-1,1,1,0,1,1,0,1,0,-1,-1,1,1,-1,0,1,1
Ricardo Ferraço,PSDB,ES,0,1,1,1,-1,1,-1,1,0,1,0,1,1,0,1,0,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,0,0,-1,1,0,0,-1,-1,1,1,-1,1,-1,0,-1,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,1,0,-1,-1,-1,-1,-1,1,0,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,0,1,-1,-1,0,0,1,-1,-1,-1,0,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,0,-1,1
Almerinda de Carvalho,PFL,RJ,-1,1,0,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,0,0,-1,1,1,-1,-1,1,0,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,0,1,1,1,-1,1,1,1,0,-1,1,1,1,0,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,-1
Coronel Garcia,PSDB,RJ,-1,1,1,1,0,0,0,0,-1,1,1,1,1,-1,1,0,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,0,0,-1,-1,1,1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,-1,1,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
Eber Silva,PDT,RJ,0,0,0,1,-1,1,-1,1,0,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,0,1,1,1,-1,1,1,1,0,1,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,1,0,0,1,-1,0,0,1,-1,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,1
Iédio Rosa,PMDB,RJ,-1,0,1,0,-1,1,-1,1,0,0,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,0,0,-1,0,0,0,1,-1,-1,-1,1,1,0,-1,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1
Wanderley Martins,PDT,RJ,0,1,1,1,0,0,0,0,-1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,0,1,1,0,1,-1,-1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,0,-1,1,0,0,0,0,1,0,1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,1,0,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Celso Giglio,PTB,SP,0,1,1,1,-1,1,-1,1,-1,1,1,0,1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,0,1,1,0,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,0,0,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Marcos Cintra,PL,SP,0,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,0,0,1,-1,1,-1,1,1,1,1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,1,1,-1,1,1,-1,-1,1,0,0,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,-1,1,0,0,0,-1,1,-1,1,0,1,-1,-1,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,0,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,1
Wilson Santos,PMDB,MT,0,0,1,1,-1,1,-1,0,0,0,0,1,1,1,-1,0,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,-1,1,1,-1,-1,0,0,1,1,1,-1,1,0,1,0,1,0,1,0,1,1,0,-1,1,0,-1,1,1,0,0,-1,-1,0,-1,1,0,-1,1,1,-1,1,1,0,0,-1,0,0,-1,0,0,-1,1,1,1,0,0,0,0,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,1,1,-1,0,-1,1,1,1,-1,1,1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1
Juquinha,PSDB,GO,0,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,0,1,1,-1,1,1,-1,1,-1,-1,0,0,-1,1,-1,0,1,1,0,0,0,1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,0,-1,0,1,-1,-1,1,1,1,0,1,-1,-1,1,1,-1,-1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,1,-1,-1,1,-1
Pedro Pedrossian,PFL,MS,-1,0,1,0,-1,1,-1,1,-1,1,1,1,1,1,0,0,0,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,1,1,-1,-1,0,0,0,0,1,-1,1,0,0,-1,-1,-1,1,-1,0,0,0,-1,1,0,1,0,1,1,-1,-1,0,1,0,-1,-1,-1,0,0,-1,-1,0,0,1,1,1,1,0,-1,1,0,1,1,-1,-1,0,1,-1,0,-1,1,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,-1
Airton Roveda,PFL,PR,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,-1,-1,-1,0,0,1,-1,0,0,1,-1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Márcio Matos,PT,PR,0,1,1,1,0,0,0,0,-1,1,0,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,1,0,-1,0,-1,-1,0,0,0,0,1,1,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,1
Oliveira Filho,PPB,PR,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Synval Guazzelli,PMDB,RS,-1,1,1,1,0,0,0,0,-1,1,0,1,1,-1,0,0,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,0,-1,1,0,0,0,0,0,1,0,1,0,-1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,0,0,1,1,-1,1,1,1,1,0,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,0,1,1,-1,-1,0,1,-1,1,0,0,1,-1,1,1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,-1,0
Waldir Schmidt,PMDB,RS,0,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,-1,1,1,-1,0,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,0,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,0,1,-1,-1,0,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,-1,0,0,1,-1,-1,-1,1,0,1,-1,1,1,1,1,1,0,0,0,1,-1,0,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
