nome,partido,uf,PDC 337/1996,PEC 198/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 25/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 367/1996,PEC 41/1991,PEC 41/1991,PEC 41/1991,PL 102/1995,PL 102/1995,PL 1059/1995,PL 1125/1995,PL 1151/1995,PL 1229/1995,PL 1258/1988,PL 1275/1995,PL 1275/1995,PL 1287/1995,PL 1287/1995,PL 1325/1995,PL 1409/1996,PL 1487/1996,PL 1487/1996,PL 1536/1996,PL 1564/1996,PL 1612/1996,PL 1669/1996,PL 1669/1996,PL 1669/1996,PL 1724/1996,PL 1724/1996,PL 1801/1996,PL 1801/1996,PL 1838/1996,PL 1838/1996,PL 189/1983,PL 1935/1996,PL 1935/1996,PL 200/1995,PL 200/1995,PL 201/1995,PL 2085/1996,PL 2284/1996,PL 2317/1996,PL 2317/1996,PL 2448/1996,PL 2448/1996,PL 2504/1996,PL 2801/1992,PL 4018/1993,PL 4018/1993,PL 4716/1994,PL 490/1995,PL 738/1995,PL 7865/1986,PL 824/1991,PL 824/1991,PL 824/1991,PL 846/1995,PL 899/1995,PL 914/1995,PRC 60/1995,PRC 60/1995,PRC 60/1995
Luiz Moreira,PFL,BA,0,-1,-1,1,-1,-1,1,-1,0,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,0,1,-1,1,1,1,-1,1,1,1,-1,0,1,-1,-1,0,1,-1,-1,1,0,0,0,1,0,0
Ursicino Queiroz,PFL,BA,-1,-1,-1,1,-1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1
Aécio Neves,PSDB,MG,0,0,0,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,-1,0,0,0,1,1,0,1,1,-1,1,0,1,0,-1,-1,1,1,0,0,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,1,1,-1,-1,1,1,0,0,0,1,0,0,1,1,1
Carlos Mosconi,PSDB,MG,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,0,1,1,1,1
Danilo de Castro,PSDB,MG,0,0,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,0,0,0,1,1,-1,1,1,1,-1,-1,0,1,1,0,-1,1,1,-1,1,-1,1,1,-1,0,1,1,0,1,1,0,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,-1,0,-1,1,0,-1,1,0,1,-1,-1,1,1,1,1,1,1,1
Jaime Martins,PFL,MG,0,0,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,1,-1,-1,-1,0,1,0,1,0,0,-1,1,0,1,-1,-1,1,0,0,-1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,0,-1,-1,-1,1,1
Nilmário Miranda,PT,MG,0,-1,1,-1,0,1,1,1,-1,-1,-1,0,1,-1,-1,0,0,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,0,1,1,0,0,1,1,1,1,-1,-1,1,-1,0,1,0,0,0,-1,-1,0,1,-1,-1,1,0,-1,-1,-1,1,-1,-1,0,0,-1,0,0,0,0,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,0,-1,-1
Odelmo Leão,PPB,MG,-1,0,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,-1,0,1,1,1
Tilden Santiago,PT,MG,0,-1,0,0,0,0,0,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,1,-1,0,1,-1,0,-1,0,-1,-1,1,0,-1,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,0,0,-1,-1,1,-1,0,0,-1
João Coser,PT,ES,1,0,1,-1,1,0,0,0,-1,-1,-1,1,0,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,-1
Rita Camata,PMDB,ES,-1,-1,0,1,-1,0,1,1,-1,0,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,1,0,0,-1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,1,1,1,1,0,0,-1,0,1,-1,0,1,0,0,1,1,1,1,0,1,-1,1,-1,-1,1,1,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,-1,1,1,0,0,1,-1,0,1,0,1,-1,-1,-1,1,-1,0,0,0
Aldir Cabral,PFL,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arolde de Oliveira,PFL,RJ,0,0,-1,1,-1,-1,0,-1,0,-1,0,0,0,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,-1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,-1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1
Eurico Miranda,PPB,RJ,0,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,1,0,1,1,1,0,1,0,0,-1,1,1,1,0,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,0,0,1,1,1
Jair Bolsonaro,PPB,RJ,0,1,-1,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,0,-1,0,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,-1,0,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
Milton Temer,PT,RJ,0,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,1,0,0,1,-1,0,-1,-1
Miro Teixeira,PDT,RJ,1,-1,1,0,0,0,0,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,1,0,1,1,1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,0,1,1,0,0,1,0,0,0,-1,-1,1,0,0,-1,-1,-1,1,0,1,1,-1,-1,1,-1,0,-1,-1
Rubem Medina,PFL,RJ,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,0,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,0,-1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,-1,1,1,-1,1,-1,0,-1,-1,1,1,1,-1,0,1,1
Antonio Kandir,PSDB,SP,0,0,-1,1,-1,-1,1,-1,-1,0,0,0,0,0,0,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,0,1,-1,0,-1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,1,0,0,0
Cunha Bueno,PPB,SP,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,1,-1,1,1,1,-1,1,1,0,0,0,0
Duilio Pisaneschi,PTB,SP,0,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,0,0,1,-1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,-1,1,1,0,0,1,1,-1,1,-1,-1,-1,1,-1,-1,1,1,1
Jair Meneguelli,PT,SP,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,-1,0,1,-1,1,1,-1,-1,1,-1,0,-1,-1
José Aníbal,PSDB,SP,0,0,-1,1,0,0,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,-1,0,0,0,-1,0,1,-1,0,0,0,0,-1,1,1,0,1,1,1,1
José Genoíno,PT,SP,1,-1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,0,-1,-1
Marcelo Barbieri,PMDB,SP,-1,0,0,1,0,0,1,0,0,1,-1,-1,-1,1,0,0,0,0,1,-1,0,-1,1,0,0,-1,-1,-1,0,1,1,0,1,-1,1,1,0,1,-1,0,0,-1,0,0,0,0,0,1,-1,-1,1,1,1,-1,0,0,0,0,1,-1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,-1,0,-1,-1,1,1,1,-1,0,0,1,1,1,0,0,0,0,0,1,1,0,-1,0,0,0,0,1,0,0,1,-1,-1,-1,-1,0,-1,0
Teté Bezerra,PMDB,MT,-1,1,0,1,-1,1,1,-1,0,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,-1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,1,1,1,1,0,-1,1,-1,-1,-1,0,0,0,-1,1,1,1,-1,1,1,0,1,0,1,1,1,1,-1,-1,0,1,1,1,0,0,-1,1,1,1,1,1,0,0,1,1,-1,0,0,1,1,1,1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,0,0,0
Agnelo Queiroz,PCdoB,DF,1,-1,1,-1,0,0,0,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,1,-1,1,1,1,-1,-1,0,0,0,-1,1,-1,0,-1,-1,-1,0,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,0,0,-1,-1,1,-1,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,0,1,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,0,-1,-1
Luciano Pizzatto,PFL,PR,0,0,-1,1,0,1,0,1,-1,-1,0,-1,-1,0,0,-1,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,0,0,0,-1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,-1,0,1,0,0,-1,0,1,1,0,-1,1,-1,-1,0,0,-1,-1,1,1,1
Werner Wanderer,PFL,PR,-1,1,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,0,0,1,-1,0,1,1,-1,-1,1,1,1
Edinho Bez,PMDB,SC,0,0,-1,1,0,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,0,0,1,1,1,1,-1,1,-1,-1,0,-1,1,1,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,0,0,1,1,1,1,0,-1,1,1,-1,-1,-1,0,1,-1,0,0,1
Hugo Biehl,PPB,SC,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,0,0,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,-1,1,1,1,0,-1,-1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1
Paulo Gouvêa,PFL,SC,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,-1,1,0,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,0,0,1,1,0,0,0,1,1,-1,1,1,1,0,1,1,0,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,0,0,1
Serafim Venzon,PDT,SC,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,0,1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,0,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,0,-1,1
Airton Dipp,PDT,RS,1,1,1,-1,1,0,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,-1,0,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,1,0,-1,-1,1,1,0,-1,-1,0,1,-1,1,1,-1,-1,-1,-1,0,-1,-1
Fetter Junior,PPB,RS,0,-1,1,0,0,1,1,0,0,-1,-1,1,0,-1,1,-1,1,-1,1,1,1,1,-1,1,0,-1,1,-1,1,1,1,-1,1,-1,0,-1,-1,-1,1,1,0,1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,1,1,-1,0,1,1,1,-1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
Germano Rigotto,PMDB,RS,-1,-1,-1,1,-1,-1,1,0,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,0,1,0,1,1,1,1,-1,1,-1,-1,0,-1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,-1,1,1,-1,0,-1,0,-1,-1,1,1,1,1,0,1,1
Paulo Paim,PT,RS,1,-1,1,-1,0,0,0,0,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,-1
Fioravante,PT,RS,-1,-1,0,-1,1,0,1,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,0,-1,-1
Albérico Filho,PMDB,MA,0,-1,-1,1,-1,-1,0,-1,-1,1,-1,0,-1,1,0,0,1,1,0,1,1,0,-1,-1,0,1,1,1,0,1,1,-1,1,-1,1,0,-1,-1,0,0,0,1,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,-1,1,1,0,0,1,1,-1,0,1,1,1,1,0,0,1,0,1,1,-1,0,0,1,-1,0,0,1,0,-1,0,-1,0,1,-1,-1,0,-1,-1,0,1,0
Arnaldo Madeira,PSDB,SP,-1,0,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,0,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,-1,0,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,0,1,1
Jaime Fernandes,PFL,BA,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1
Júlio Redecker,PPB,RS,-1,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,0,1,-1,1,1,1,0,0,0,0,0,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,-1,1,1,1,0,-1,0,0,1,1,1,1,1,-1,1,0,-1,1,1,0,0,0,0,1
Marçal Filho,PMDB,MS,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,1,0,1,-1,0,0,1,1,1,1,1,0,0,0,0,1,0,-1,1,-1,-1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
Murilo Domingos,PTB,MT,0,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,0,-1,-1,0,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,1,1,0,0,1,1,0
Pedro Valadares,PSB,SE,-1,-1,1,-1,1,1,0,1,0,1,-1,0,0,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,0,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,0,1,0,0,1,1,1,1,-1,-1,0,-1,0,1,0,0,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,0,1,-1,-1,0,-1,-1,-1,0,0,0,-1,1,-1,0,-1,1,0,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,0,0
Marcos Lima,PMDB,MG,0,0,-1,1,0,-1,1,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,0,-1,0,0,0,1,-1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,-1,1,1,1,1,-1,1,0,0,1,1,1,1,0,1,-1,1,1,1,0,-1,0,1,0,0,-1,1,1,-1,1,0,1,1,1,-1,0,-1,-1,0,1,1
